# NFAP Frequency Allocation Data
# Source: Indian Frequency Allocation Chart
# Country: India
# Last Updated: 2025-01-01
""
Band Name,Band Start Freq (Hz),Band End Freq (Hz),Allocation Start Freq (Hz),Allocation End Freq (Hz),Frequency Range (Readable),Service,Priority,Usage,Amateur Band,Level,Region Specific
MF - Medium Frequency (415 kHz - 0 MHz),415000,526500,415000,526500,415.000 kHz - 526.500 kHz,AMATEUR,primary,Amateur radio services,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),415000,526500,415000,526500,415.000 kHz - 526.500 kHz,AMATEUR,primary,Amateur radio services,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),415000,526500,415000,526500,415.000 kHz - 526.500 kHz,AMATEUR,primary,Amateur radio services,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),415000,526500,415000,526500,415.000 kHz - 526.500 kHz,FIXED,primary,Point-to-point communication,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),415000,526500,415000,526500,415.000 kHz - 526.500 kHz,MOBILE EXCEPT AERONAUTICAL,primary,Aircraft communication,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),415000,526500,415000,526500,415.000 kHz - 526.500 kHz,FIXED,primary,Point-to-point communication,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),415000,526500,415000,526500,415.000 kHz - 526.500 kHz,AMATEUR,primary,Amateur radio services,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),415000,526500,415000,526500,415.000 kHz - 526.500 kHz,MOBILE,secondary,Mobile communication services,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),415000,526500,415000,526500,415.000 kHz - 526.500 kHz,MOBILE EXCEPT AERONAUTICAL,primary,Aircraft communication,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),415000,526500,415000,526500,415.000 kHz - 526.500 kHz,MOBILE,secondary,Mobile communication services,,Radionavigation,
MF - Medium Frequency (415 kHz - 0 MHz),415000,526500,415000,526500,415.000 kHz - 526.500 kHz,RADIOLOCATION,primary,Radar and location services,,Radionavigation,
MF - Medium Frequency (415 kHz - 0 MHz),415000,526500,415000,526500,415.000 kHz - 526.500 kHz,RADIOLOCATION,primary,Radar and location services,,Radionavigation,
MF - Medium Frequency (415 kHz - 0 MHz),415000,526500,415000,526500,415.000 kHz - 526.500 kHz,FIXED,primary,Point-to-point communication,,Radionavigation,
MF - Medium Frequency (415 kHz - 0 MHz),415000,526500,415000,526500,415.000 kHz - 526.500 kHz,AMATEUR,primary,Amateur radio services,,Radionavigation,
MF - Medium Frequency (415 kHz - 0 MHz),415000,526500,415000,526500,415.000 kHz - 526.500 kHz,MOBILE EXCEPT AERONAUTICAL,primary,Aircraft communication,,Radionavigation,
MF - Medium Frequency (415 kHz - 0 MHz),415000,526500,415000,526500,415.000 kHz - 526.500 kHz,FIXED,primary,Point-to-point communication,,Radionavigation,
MF - Medium Frequency (415 kHz - 0 MHz),415000,526500,415000,526500,415.000 kHz - 526.500 kHz,MOBILE,secondary,Mobile communication services,,Radionavigation,
MF - Medium Frequency (415 kHz - 0 MHz),415000,526500,415000,526500,415.000 kHz - 526.500 kHz,MOBILE EXCEPT AERONAUTICAL,primary,Aircraft communication,,Radionavigation,
MF - Medium Frequency (415 kHz - 0 MHz),415000,526500,415000,526500,415.000 kHz - 526.500 kHz,MOBILE,secondary,Mobile communication services,,Radionavigation,
MF - Medium Frequency (415 kHz - 0 MHz),415000,526500,415000,526500,415.000 kHz - 526.500 kHz,FIXED,primary,Point-to-point communication,,Radionavigation,
MF - Medium Frequency (415 kHz - 0 MHz),415000,526500,415000,526500,415.000 kHz - 526.500 kHz,FIXED,primary,Point-to-point communication,,Radionavigation,
MF - Medium Frequency (415 kHz - 0 MHz),415000,526500,415000,526500,415.000 kHz - 526.500 kHz,FIXED,primary,Point-to-point communication,,Radionavigation,
MF - Medium Frequency (415 kHz - 0 MHz),415000,526500,415000,526500,415.000 kHz - 526.500 kHz,MOBILE EXCEPT AERONAUTICAL,primary,Aircraft communication,,Radionavigation,
MF - Medium Frequency (415 kHz - 0 MHz),415000,526500,415000,526500,415.000 kHz - 526.500 kHz,MOBILE,primary,Mobile communication services,,Radionavigation,
MF - Medium Frequency (415 kHz - 0 MHz),415000,526500,415000,526500,415.000 kHz - 526.500 kHz,MOBILE,primary,Mobile communication services,,Radionavigation,
MF - Medium Frequency (415 kHz - 0 MHz),415000,526500,415000,526500,415.000 kHz - 526.500 kHz,MOBILE,secondary,Mobile communication services,,Radionavigation,
MF - Medium Frequency (415 kHz - 0 MHz),415000,526500,415000,526500,415.000 kHz - 526.500 kHz,FIXED,primary,Point-to-point communication,,Radionavigation,
MF - Medium Frequency (415 kHz - 0 MHz),415000,526500,415000,526500,415.000 kHz - 526.500 kHz,MOBILE EXCEPT AERONAUTICAL,primary,Aircraft communication,,Radionavigation,
MF - Medium Frequency (415 kHz - 0 MHz),415000,526500,415000,526500,415.000 kHz - 526.500 kHz,MOBILE,secondary,Mobile communication services,,Radionavigation,
MF - Medium Frequency (415 kHz - 0 MHz),415000,526500,415000,526500,415.000 kHz - 526.500 kHz,METEOROLOGICAL AIDS,primary,Meteorological Aids,,Radionavigation,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,FIXED,primary,Point-to-point communication,,Radionavigation,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,MARITIME MOBILE,primary,Marine communication,,Radionavigation,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,MARITIME MOBILE,primary,Marine communication,,Radionavigation,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,MARITIME MOBILE,primary,Marine communication,,Radionavigation,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,LAND MOBILE,primary,Mobile communication services,,Radionavigation,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,FIXED,primary,Point-to-point communication,,Radionavigation,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,FIXED,primary,Point-to-point communication,,Radionavigation,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,MOBILE,primary,Mobile communication services,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,MOBILE,primary,Mobile communication services,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,MARITIME MOBILE,primary,Marine communication,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,MARITIME MOBILE,primary,Marine communication,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,MOBILE,secondary,Mobile communication services,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,MOBILE,secondary,Mobile communication services,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,MARITIME MOBILE,primary,Marine communication,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,MARITIME MOBILE,primary,Marine communication,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,FIXED,primary,Point-to-point communication,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,FIXED,primary,Point-to-point communication,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,FIXED,primary,Point-to-point communication,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,MOBILE EXCEPT AERONAUTICAL,primary,Aircraft communication,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,MOBILE,primary,Mobile communication services,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,MOBILE,primary,Mobile communication services,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,MOBILE,secondary,Mobile communication services,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,FIXED,primary,Point-to-point communication,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,FIXED,primary,Point-to-point communication,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,FIXED,primary,Point-to-point communication,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,MOBILE EXCEPT AERONAUTICAL,primary,Aircraft communication,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,MOBILE,primary,Mobile communication services,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,MOBILE,primary,Mobile communication services,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,MOBILE,secondary,Mobile communication services,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,BROADCASTING,primary,Broadcasting services,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,BROADCASTING,primary,Broadcasting services,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,BROADCASTING,primary,Broadcasting services,,Radiolocation,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,SPACE RESEARCH,primary,Space Research,,Standard Frequency And Time Signal,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,SPACE RESEARCH,primary,Space Research,,Standard Frequency And Time Signal,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,FIXED,primary,Point-to-point communication,,Standard Frequency And Time Signal,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,MOBILE EXCEPT AERONAUTICAL,primary,Aircraft communication,,Standard Frequency And Time Signal,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,MOBILE,secondary,Mobile communication services,,Standard Frequency And Time Signal,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,FIXED,primary,Point-to-point communication,,Standard Frequency And Time Signal,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,FIXED,primary,Point-to-point communication,,Standard Frequency And Time Signal,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,MOBILE,primary,Mobile communication services,,Standard Frequency And Time Signal,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,MOBILE,primary,Mobile communication services,,Standard Frequency And Time Signal,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,MARITIME MOBILE,primary,Marine communication,,Standard Frequency And Time Signal,
MF - Medium Frequency (415 kHz - 0 MHz),498000,498000,498000,498000,498.000 kHz,MARITIME,primary,Maritime,,Standard Frequency And Time Signal,
HF - High Frequency (0-3 MHz),155000,3900000,155000,3900000,155.000 kHz - 3.900 MHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),155000,3900000,155000,3900000,155.000 kHz - 3.900 MHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),155000,3900000,155000,3900000,155.000 kHz - 3.900 MHz,MOBILE EXCEPT AERONAUTICAL MOBILE,secondary,Aircraft communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),155000,3900000,155000,3900000,155.000 kHz - 3.900 MHz,MOBILE EXCEPT AERONAUTICAL MOBILE,secondary,Aircraft communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),155000,3900000,155000,3900000,155.000 kHz - 3.900 MHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),155000,3900000,155000,3900000,155.000 kHz - 3.900 MHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),155000,3900000,155000,3900000,155.000 kHz - 3.900 MHz,MOBILE EXCEPT AERONAUTICAL MOBILE,secondary,Aircraft communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),155000,3900000,155000,3900000,155.000 kHz - 3.900 MHz,MOBILE EXCEPT AERONAUTICAL MOBILE,secondary,Aircraft communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),155000,3900000,155000,3900000,155.000 kHz - 3.900 MHz,BROADCASTING,primary,Broadcasting services,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),155000,3900000,155000,3900000,155.000 kHz - 3.900 MHz,BROADCASTING,primary,Broadcasting services,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),155000,3900000,155000,3900000,155.000 kHz - 3.900 MHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),155000,3900000,155000,3900000,155.000 kHz - 3.900 MHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),155000,3900000,155000,3900000,155.000 kHz - 3.900 MHz,MOBILE EXCEPT AERONAUTICAL MOBILE,primary,Aircraft communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),155000,3900000,155000,3900000,155.000 kHz - 3.900 MHz,MOBILE EXCEPT AERONAUTICAL MOBILE,primary,Aircraft communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),155000,3900000,155000,3900000,155.000 kHz - 3.900 MHz,BROADCASTING,primary,Broadcasting services,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),155000,3900000,155000,3900000,155.000 kHz - 3.900 MHz,BROADCASTING,primary,Broadcasting services,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),155000,3900000,155000,3900000,155.000 kHz - 3.900 MHz,AERONAUTICAL MOBILE,secondary,Aircraft communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),155000,3900000,155000,3900000,155.000 kHz - 3.900 MHz,AERONAUTICAL MOBILE   IND,secondary,Aircraft communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),155000,3900000,155000,3900000,155.000 kHz - 3.900 MHz,AMATEUR,primary,Amateur radio services,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),155000,3900000,155000,3900000,155.000 kHz - 3.900 MHz,AMATEUR,primary,Amateur radio services,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),155000,3900000,155000,3900000,155.000 kHz - 3.900 MHz,AMATEUR,primary,Amateur radio services,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),155000,3900000,155000,3900000,155.000 kHz - 3.900 MHz,AMATEUR,primary,Amateur radio services,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),155000,3900000,155000,3900000,155.000 kHz - 3.900 MHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),155000,3900000,155000,3900000,155.000 kHz - 3.900 MHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),155000,3900000,155000,3900000,155.000 kHz - 3.900 MHz,MOBILE EXCEPT AERONAUTICAL,primary,Aircraft communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),155000,3900000,155000,3900000,155.000 kHz - 3.900 MHz,MOBILE,primary,Mobile communication services,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),155000,3900000,155000,3900000,155.000 kHz - 3.900 MHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),155000,3900000,155000,3900000,155.000 kHz - 3.900 MHz,MOBILE,primary,Mobile communication services,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),155000,3900000,155000,3900000,155.000 kHz - 3.900 MHz,MOBILE,primary,Mobile communication services,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),488000,488000,488000,488000,488.000 kHz,AMATEUR,primary,Amateur radio services,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),488000,488000,488000,488000,488.000 kHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),488000,488000,488000,488000,488.000 kHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),488000,488000,488000,488000,488.000 kHz,MOBILE EXCEPT AERONAUTICAL,primary,Aircraft communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),488000,488000,488000,488000,488.000 kHz,AMATEUR,primary,Amateur radio services,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),488000,488000,488000,488000,488.000 kHz,AERONAUTICAL MOBILE,secondary,Aircraft communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),488000,488000,488000,488000,488.000 kHz,MOBILE,secondary,Mobile communication services,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),488000,488000,488000,488000,488.000 kHz,LAND MOBILE,primary,Mobile communication services,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),488000,488000,488000,488000,488.000 kHz,AERONAUTICAL MOBILE,secondary,Aircraft communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),488000,488000,488000,488000,488.000 kHz,AERONAUTICAL MOBILE,primary,Aircraft communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),488000,488000,488000,488000,488.000 kHz,AERONAUTICAL MOBILE     IND,primary,Aircraft communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),488000,488000,488000,488000,488.000 kHz,BROADCASTING,primary,Broadcasting services,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),488000,488000,488000,488000,488.000 kHz,BROADCASTING,primary,Broadcasting services,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),488000,488000,488000,488000,488.000 kHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),488000,488000,488000,488000,488.000 kHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),488000,488000,488000,488000,488.000 kHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),488000,488000,488000,488000,488.000 kHz,BROADCASTING,primary,Broadcasting services,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),488000,488000,488000,488000,488.000 kHz,BROADCASTING,primary,Broadcasting services,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),488000,488000,488000,488000,488.000 kHz,BROADCASTING,primary,Broadcasting services,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),488000,488000,488000,488000,488.000 kHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),488000,488000,488000,488000,488.000 kHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),488000,488000,488000,488000,488.000 kHz,MARITIME MOBILE,primary,Marine communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),488000,488000,488000,488000,488.000 kHz,MARITIME MOBILE,primary,Marine communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),488000,488000,488000,488000,488.000 kHz,MARITIME MOBILE 5.109 5.130 5.132,primary,Marine communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),488000,488000,488000,488000,488.000 kHz,MARITIME MOBILE 5.109,primary,Marine communication,,ALLOCATIONS,
HF - High Frequency (0-3 MHz),488000,488000,488000,488000,488.000 kHz,FIXED,primary,Point-to-point communication,,5.130   5.131   5.132   Ind 6,
HF - High Frequency (0-3 MHz),488000,488000,488000,488000,488.000 kHz,FIXED,primary,Point-to-point communication,,5.130   5.131   5.132   Ind 6,
HF - High Frequency (0-3 MHz),488000,488000,488000,488000,488.000 kHz,FIXED,primary,Point-to-point communication,,5.130   5.131   5.132   Ind 6,
HF - High Frequency (0-3 MHz),488000,488000,488000,488000,488.000 kHz,FIXED,primary,Point-to-point communication,,5.130   5.131   5.132   Ind 6,
HF - High Frequency (0-3 MHz),488000,488000,488000,488000,488.000 kHz,MOBILE EXCEPT AERONAUTICAL,primary,Aircraft communication,,5.130   5.131   5.132   Ind 6,
HF - High Frequency (0-3 MHz),488000,488000,488000,488000,488.000 kHz,MOBILE EXCEPT AERONAUTICAL,primary,Aircraft communication,,5.130   5.131   5.132   Ind 6,
HF - High Frequency (0-3 MHz),488000,488000,488000,488000,488.000 kHz,MOBILE EXCEPT AERONAUTICAL,primary,Aircraft communication,,5.130   5.131   5.132   Ind 6,
HF - High Frequency (0-3 MHz),488000,488000,488000,488000,488.000 kHz,MOBILE EXCEPT AERONAUTICAL,primary,Aircraft communication,,5.130   5.131   5.132   Ind 6,
